Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,2058.899902,2072.360107,2046.040039,2058.199951,2058.199951,2708700000
2015-01-05,2054.439941,2054.439941,2017.339966,2020.579956,2020.579956,3799120000
2015-01-06,2022.150024,2030.250000,1992.439941,2002.609985,2002.609985,4460110000
2015-01-07,2005.550049,2029.609985,2005.550049,2025.900024,2025.900024,3805480000
2015-01-08,2030.609985,2064.080078,2030.609985,2062.139893,2062.139893,3934010000
2015-01-09,2063.449951,2064.429932,2038.329956,2044.810059,2044.810059,3364140000
2015-01-12,2046.130005,2049.300049,2022.579956,2028.260010,2028.260010,3456460000
2015-01-13,2031.579956,2056.929932,2008.250000,2023.030029,2023.030029,4107300000
2015-01-14,2018.400024,2018.400024,1988.439941,2011.270020,2011.270020,4378680000
2015-01-15,2013.750000,2021.349976,1991.469971,1992.670044,1992.670044,4276720000
2015-01-16,1992.250000,2020.459961,1988.119995,2019.420044,2019.420044,4056410000
2015-01-20,2020.760010,2028.939941,2004.489990,2022.550049,2022.550049,3944340000
2015-01-21,2020.189941,2038.290039,2012.040039,2032.119995,2032.119995,3730070000
2015-01-22,2034.300049,2064.620117,2026.380005,2063.149902,2063.149902,4176050000
2015-01-23,2062.979980,2062.979980,2050.540039,2051.820068,2051.820068,3573560000
2015-01-26,2050.419922,2057.620117,2040.969971,2057.090088,2057.090088,3465760000
2015-01-27,2047.859985,2047.859985,2019.910034,2029.550049,2029.550049,3329810000
2015-01-28,2032.339966,2042.489990,2001.489990,2002.160034,2002.160034,4067530000
2015-01-29,2002.449951,2024.640015,1989.180054,2021.250000,2021.250000,4127140000
2015-01-30,2019.349976,2023.319946,1993.380005,1994.989990,1994.989990,4568650000
2015-02-02,1996.670044,2021.660034,1980.900024,2020.849976,2020.849976,4008330000
2015-02-03,2022.709961,2050.300049,2022.709961,2050.030029,2050.030029,4615900000
2015-02-04,2048.860107,2054.739990,2036.719971,2041.510010,2041.510010,4141920000
2015-02-05,2043.449951,2063.550049,2043.449951,2062.520020,2062.520020,3821990000
2015-02-06,2062.280029,2072.399902,2049.969971,2055.469971,2055.469971,4232970000
2015-02-09,2053.469971,2056.159912,2041.880005,2046.739990,2046.739990,3549540000
2015-02-10,2049.379883,2070.860107,2048.620117,2068.590088,2068.590088,3669850000
2015-02-11,2068.550049,2073.479980,2057.989990,2068.530029,2068.530029,3596860000
2015-02-12,2069.979980,2088.530029,2069.979980,2088.479980,2088.479980,3788350000
2015-02-13,2088.780029,2097.030029,2086.699951,2096.989990,2096.989990,3527450000
2015-02-17,2096.469971,2101.300049,2089.800049,2100.340088,2100.340088,3361750000
2015-02-18,2099.159912,2100.229980,2092.149902,2099.679932,2099.679932,3370020000
2015-02-19,2099.250000,2102.129883,2090.790039,2097.449951,2097.449951,3247100000
2015-02-20,2097.649902,2110.610107,2085.439941,2110.300049,2110.300049,3281600000
2015-02-23,2109.830078,2110.050049,2103.000000,2109.659912,2109.659912,3093680000
2015-02-24,2109.100098,2117.939941,2105.870117,2115.479980,2115.479980,3199840000
2015-02-25,2115.300049,2119.590088,2109.889893,2113.860107,2113.860107,3312340000
2015-02-26,2113.909912,2113.909912,2103.760010,2110.739990,2110.739990,3408690000
2015-02-27,2110.879883,2112.739990,2103.750000,2104.500000,2104.500000,3547380000
2015-03-02,2105.229980,2117.520020,2104.500000,2117.389893,2117.389893,3409490000
2015-03-03,2115.760010,2115.760010,2098.260010,2107.780029,2107.780029,3262300000
2015-03-04,2107.719971,2107.719971,2094.489990,2098.530029,2098.530029,3421110000
2015-03-05,2098.540039,2104.250000,2095.219971,2101.040039,2101.040039,3103030000
2015-03-06,2100.909912,2100.909912,2067.270020,2071.260010,2071.260010,3853570000
2015-03-09,2072.250000,2083.489990,2072.209961,2079.429932,2079.429932,3349090000
2015-03-10,2076.139893,2076.139893,2044.160034,2044.160034,2044.160034,3668900000
2015-03-11,2044.689941,2050.080078,2039.689941,2040.239990,2040.239990,3406570000
2015-03-12,2041.099976,2066.409912,2041.099976,2065.949951,2065.949951,3405860000
2015-03-13,2064.560059,2064.560059,2041.170044,2053.399902,2053.399902,3498560000
2015-03-16,2055.350098,2081.409912,2055.350098,2081.189941,2081.189941,3295600000
2015-03-17,2080.590088,2080.590088,2065.080078,2074.280029,2074.280029,3221840000
2015-03-18,2072.840088,2106.850098,2061.229980,2099.500000,2099.500000,4128210000
2015-03-19,2098.689941,2098.689941,2085.560059,2089.270020,2089.270020,3305220000
2015-03-20,2090.320068,2113.919922,2090.320068,2108.100098,2108.100098,5554120000
2015-03-23,2107.989990,2114.860107,2104.419922,2104.419922,2104.419922,3267960000
2015-03-24,2103.939941,2107.629883,2091.500000,2091.500000,2091.500000,3189820000
2015-03-25,2093.100098,2097.429932,2061.050049,2061.050049,2061.050049,3521140000
