Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,1845.859985,1845.859985,1827.739990,1831.979980,1831.979980,3080600000
2014-01-03,1833.209961,1838.239990,1829.130005,1831.369995,1831.369995,2774270000
2014-01-06,1832.310059,1837.160034,1823.729980,1826.770020,1826.770020,3294850000
2014-01-07,1828.709961,1840.099976,1828.709961,1837.880005,1837.880005,3511750000
2014-01-08,1837.900024,1840.020020,1831.400024,1837.489990,1837.489990,3652140000
2014-01-09,1839.000000,1843.229980,1830.380005,1838.130005,1838.130005,3581150000
2014-01-10,1840.060059,1843.150024,1832.430054,1842.369995,1842.369995,3335710000
2014-01-13,1841.260010,1843.449951,1815.520020,1819.199951,1819.199951,3591350000
2014-01-14,1821.359985,1839.260010,1821.359985,1838.880005,1838.880005,3353270000
2014-01-15,1840.520020,1850.839966,1840.520020,1848.380005,1848.380005,3777800000
2014-01-16,1847.989990,1847.989990,1840.300049,1845.890015,1845.890015,3491310000
2014-01-17,1844.229980,1846.040039,1835.229980,1838.699951,1838.699951,3626120000
2014-01-21,1841.050049,1849.310059,1832.380005,1843.800049,1843.800049,3782470000
2014-01-22,1844.709961,1846.869995,1840.880005,1844.859985,1844.859985,3374170000
2014-01-23,1842.290039,1842.290039,1820.060059,1828.459961,1828.459961,3972250000
2014-01-24,1826.959961,1826.959961,1790.290039,1790.290039,1790.290039,4618450000
2014-01-27,1791.030029,1795.979980,1772.880005,1781.560059,1781.560059,4045200000
2014-01-28,1783.000000,1793.869995,1779.489990,1792.500000,1792.500000,3437830000
2014-01-29,1790.150024,1790.150024,1770.449951,1774.199951,1774.199951,3964020000
2014-01-30,1777.170044,1798.770020,1777.170044,1794.189941,1794.189941,3547510000
2014-01-31,1790.880005,1793.880005,1772.260010,1782.589966,1782.589966,4059690000
2014-02-03,1782.680054,1784.829956,1739.660034,1741.890015,1741.890015,4726040000
2014-02-04,1743.819946,1758.729980,1743.819946,1755.199951,1755.199951,4068410000
2014-02-05,1753.380005,1755.790039,1737.920044,1751.640015,1751.640015,3984290000
